,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Windspeed
386,vao,100,NC,1604280572,83,-22.67,167.48,74.55,17.25
387,northam,100,GB,1604280721,95,51.03,-4.22,62.01,7.0
388,ipueiras,100,BR,1604280721,75,-7.03,-40.45,75.79,1.21
389,hukuntsi,18,BW,1604280722,52,-24.0,21.75,71.11,10.92
390,cortes,87,ES,1604280722,81,41.94,-1.44,53.6,10.29
391,mercedes,7,AR,1604280722,69,-34.65,-59.43,66.99,7.0
392,bengkulu,99,ID,1604280522,83,-3.8,102.27,78.91,3.13
393,kathu,40,TH,1604280722,83,7.92,98.33,80.6,4.7
394,tra vinh,57,VN,1604280722,74,9.93,106.35,84.31,3.85
395,sao joao da barra,82,BR,1604280722,81,-21.64,-41.05,67.42,17.27
396,tayginka,13,RU,1604280722,96,55.62,60.51,29.39,5.93
397,villanueva de la serena,34,ES,1604280722,90,38.98,-5.8,59.0,3.0
398,pakxan,25,LA,1604280722,66,18.38,103.66,79.34,4.52
399,naranjal,20,EC,1604280723,69,-2.67,-79.62,77.0,14.99
400,airai,100,TL,1604280525,43,-8.93,125.41,76.75,4.47
401,xuddur,99,SO,1604280310,83,4.12,43.89,73.02,12.39
402,cachoeirinha,0,BR,1604280707,87,-29.95,-51.09,62.6,6.93
403,shimoda,75,JP,1604280723,82,34.67,138.95,68.0,11.41
404,korem,0,ET,1604280723,86,12.51,39.52,48.78,2.71
405,svetlyy,75,RU,1604280723,93,54.67,20.13,44.6,8.95
406,mildura,46,AU,1604280624,34,-34.2,142.15,80.6,10.29
407,eenhana,90,NA,1604280724,17,-17.47,16.33,82.4,4.7
408,sur,0,OM,1604280582,30,22.57,59.53,69.85,2.73
409,hirara,75,JP,1604280724,69,24.8,125.28,78.8,8.05
410,grand gaube,67,MU,1604280724,70,-20.01,57.66,66.99,3.0
411,hede,96,CN,1604280724,48,33.77,120.25,66.38,6.44
412,henties bay,85,NA,1604280724,91,-22.12,14.28,55.0,1.01
413,adeje,0,ES,1604280724,40,28.12,-16.73,73.4,25.28
414,xiaoweizhai,100,CN,1604280725,87,26.19,107.51,47.55,7.4
415,viedma,0,AR,1604280725,52,-40.81,-63.0,64.0,16.62
416,rio das pedras,0,BR,1604280725,72,-22.84,-47.61,59.0,9.17
417,twentynine palms,75,US,1604280544,11,34.14,-116.05,77.0,4.7
418,malindi,19,KE,1604280725,81,-3.22,40.12,76.77,8.7
419,kenitra,20,MA,1604280725,100,34.26,-6.58,51.8,1.68
420,zelino,0,MK,1604280726,93,41.98,21.06,39.2,1.92
421,bogo,58,PH,1604280726,69,11.05,124.01,85.33,6.71
422,otradnoye,90,RU,1604280726,100,59.78,30.82,35.6,6.71
423,praia da vitoria,75,PT,1604280554,82,38.73,-27.07,62.6,12.86
424,ramshir,0,IR,1604280726,55,30.89,49.41,64.4,1.52
425,visby,100,SE,1604280540,93,57.64,18.3,51.01,14.99
426,kapit,100,MY,1604280726,61,2.02,112.93,87.06,2.73
427,khorixas,84,NA,1604280726,22,-20.37,14.97,70.56,1.03
428,nouadhibou,100,MR,1604280727,56,20.93,-17.03,73.4,12.75
429,pelym,59,RU,1604280727,96,61.01,62.0,24.35,4.34
430,guane,32,CU,1604280727,90,22.2,-84.09,76.44,9.19
431,rocha,0,UY,1604280512,87,-34.48,-54.33,49.26,1.9
432,liverpool,75,GB,1604280727,77,53.41,-2.98,64.4,29.97
433,leshukonskoye,100,RU,1604280727,98,64.9,45.76,30.04,6.29
434,miramar,1,US,1604280675,88,25.99,-80.23,82.4,7.38
435,nanortalik,0,GL,1604280727,89,60.14,-45.24,32.02,39.35
436,aseri,0,EE,1604280728,87,59.45,26.87,41.04,15.77
437,tiznit,0,MA,1604280579,26,29.58,-9.5,68.9,2.98
438,vanavara,100,RU,1604280728,96,60.34,102.28,20.01,9.93
439,ornes,75,NO,1604280728,57,66.87,13.71,51.8,20.8
440,codrington,5,AU,1604280728,63,-38.27,141.97,73.96,9.91
441,kanigoro,96,ID,1604280728,82,-8.13,112.22,78.19,2.44
442,ngorongoro,71,TZ,1604280728,100,-3.24,35.49,52.05,6.46
443,soure,100,BR,1604280536,81,-0.72,-48.52,80.76,11.99
444,zig,1,US,1604280729,63,40.13,-92.77,35.01,3.36
445,omboue,100,GA,1604280729,92,-1.57,9.26,75.58,3.42
446,tremedal,100,BR,1604280729,91,-14.98,-41.41,69.08,6.69
447,burnie,95,AU,1604280434,69,-41.07,145.92,61.0,10.0
448,sarakhs,4,IR,1604280729,30,36.54,61.16,59.0,2.24
449,imeni poliny osipenko,100,RU,1604280729,98,52.42,136.49,28.53,13.38
450,bud,1,US,1604280729,55,39.45,-86.18,36.0,6.93
451,hambantota,90,LK,1604280730,100,6.12,81.12,78.8,1.12
452,jacareacanga,100,BR,1604280730,97,-6.22,-57.75,74.28,0.4
453,haines junction,100,CA,1604280730,72,60.75,-137.51,10.4,3.36
454,baykit,100,RU,1604280730,96,61.67,96.37,25.32,5.48
455,quito,40,EC,1604280588,71,-0.23,-78.52,57.2,5.82
456,mount gambier,15,AU,1604280677,36,-37.83,140.77,78.8,13.87
457,yining,76,CN,1604280730,74,29.04,114.56,63.55,2.21
458,gat,100,IL,1604280730,82,31.61,34.76,71.01,1.99
459,linxia,100,CN,1604280730,60,35.6,103.21,40.1,0.43
460,porto novo,13,BJ,1604280731,89,6.5,2.6,78.08,6.85
461,diffa,25,NE,1604280731,32,13.32,12.61,76.01,10.96
462,amas,100,PH,1604280731,71,7.06,124.98,84.34,3.4
463,shilka,3,RU,1604280731,73,51.85,116.03,20.3,11.81
464,axim,17,GH,1604280731,89,4.87,-2.24,77.56,6.31
465,lyuban,94,BY,1604280731,86,52.8,28.0,43.11,4.59
466,gorontalo,100,ID,1604280731,52,0.54,123.06,87.78,7.45
467,faanui,0,PF,1604280514,79,-16.48,-151.75,80.42,20.67
468,ucluelet,40,CA,1604280670,93,48.93,-125.55,51.01,4.7
469,storforshei,100,NO,1604280732,79,66.4,14.52,43.02,7.83
470,tankhoy,0,RU,1604280732,86,51.55,105.13,28.54,1.92
471,monte alegre,62,BR,1604280732,52,-2.01,-54.07,82.74,0.92
472,praya,20,CV,1604280732,83,14.92,-23.51,77.0,6.93
473,baiyin,0,CN,1604280654,51,36.56,104.21,45.0,4.47
474,aklavik,89,CA,1604280732,92,68.22,-135.01,12.2,2.24
475,masvingo,99,ZW,1604280732,82,-20.06,30.83,59.94,3.98
476,nizhnyaya tavda,0,RU,1604280732,98,57.67,66.17,26.71,4.83
477,gornozavodsk,17,RU,1604280733,97,58.38,58.32,24.64,3.0
478,volksrust,100,ZA,1604280733,94,-27.37,29.88,50.47,2.98
479,liku,100,ID,1604280733,64,-0.73,119.89,86.65,1.05
480,sao jose da coroa grande,88,BR,1604280518,83,-8.9,-35.15,77.31,10.36
481,celestun,30,MX,1604280460,80,20.87,-90.4,76.08,16.78
482,joura,5,IN,1604280733,71,26.34,77.81,51.8,2.24
483,eyl,0,SO,1604280733,66,7.98,49.82,77.67,11.03
484,antequera,20,ES,1604280734,93,37.02,-4.56,60.01,3.36
485,clyde river,75,CA,1604280582,78,70.47,-68.59,12.2,8.05
486,smithers,75,CA,1604280670,81,54.78,-127.17,50.0,5.82
487,soto la marina,0,MX,1604280734,74,23.77,-98.22,70.0,1.99
488,narsaq,0,GL,1604280734,68,60.92,-46.05,24.8,3.36
489,nemuro,75,JP,1604280734,63,43.32,145.57,62.6,18.34
490,osorno,0,CL,1604280735,77,-40.57,-73.15,59.0,3.36
491,zhuanghe,61,CN,1604280735,39,39.7,122.99,50.47,6.69
492,teguldet,100,RU,1604280735,96,57.31,88.17,34.39,10.36
493,kiama,89,AU,1604280735,68,-34.68,150.87,71.01,5.01
494,odweyne,0,SO,1604280735,25,9.41,45.06,67.8,10.92
495,alofi,75,NU,1604280735,83,-19.06,-169.92,78.8,17.22
496,la union,92,PE,1604280735,79,-5.4,-80.75,64.04,12.84
497,mayumba,100,GA,1604280581,90,-3.43,10.66,76.78,3.09
498,alyangula,85,AU,1604280736,26,-13.85,136.42,96.8,8.05
499,petropavlovsk-kamchatskiy,2,RU,1604280736,52,53.05,158.65,42.8,4.47
500,aasiaat,100,GL,1604280736,96,68.71,-52.87,20.55,6.58
501,west milford,65,US,1604280553,82,41.13,-74.37,48.0,1.01
502,san lorenzo,0,PY,1604280736,41,-25.33,-57.53,77.0,9.17
503,jocotepec,0,MX,1604280736,55,20.3,-103.43,70.0,5.14
504,sakaraha,0,MG,1604280736,62,-22.9,44.53,70.75,0.83
505,san carlos de bariloche,0,AR,1604280449,42,-41.15,-71.31,64.4,11.41
506,keller,1,US,1604280737,38,32.93,-97.25,60.8,5.82
507,donskoye,75,RU,1604280737,93,45.46,41.97,50.0,6.71
508,minbu,36,MM,1604280737,80,20.18,94.88,80.62,3.36
509,siniscola,0,IT,1604280737,87,40.57,9.69,59.0,10.29
510,mareeba,0,AU,1604280737,47,-17.0,145.43,90.0,7.0
511,saint anthony,1,US,1604279962,54,45.02,-93.22,32.0,5.82
512,matata,100,NZ,1604280738,70,-37.88,176.75,75.0,8.01
513,parana,0,AR,1604280555,56,-31.73,-60.52,64.99,9.73
514,itaueira,37,BR,1604280739,71,-7.6,-43.03,78.55,1.61
515,burgeo,100,CA,1604280739,75,47.62,-57.62,44.49,18.1
516,batagay-alyta,9,RU,1604280522,84,67.8,130.41,-9.44,1.97
517,kathmandu,20,NP,1604280517,93,27.72,85.32,59.0,1.03
518,nuuk,9,GL,1604280739,92,64.18,-51.72,23.0,5.82
519,baherden,77,TM,1604280507,26,38.44,57.43,64.76,4.18
520,pimentel,0,PE,1604280739,77,-6.84,-79.93,62.6,17.22
521,arman,100,RU,1604280739,93,59.7,150.17,32.59,7.7
522,baikunthpur,0,IN,1604280739,44,23.25,82.55,68.5,2.59
523,nizhniy odes,89,RU,1604280740,96,63.64,54.86,26.91,6.38
524,ouro preto do oeste,98,BR,1604280740,95,-10.75,-62.22,73.26,3.8
525,farsund,100,NO,1604280740,95,58.09,6.8,55.0,32.1
526,manica,90,FR,1604280740,88,49.0,-1.17,64.4,20.8
527,luba,90,GQ,1604280740,100,3.46,8.55,75.2,12.75
528,coolum beach,7,AU,1604280740,64,-26.53,153.1,78.01,5.01
529,fasa,0,IR,1604280740,33,28.94,53.65,44.6,2.8
530,komsomolskiy,100,UZ,1604280740,38,40.43,71.72,41.0,4.7
531,ordu,75,TR,1604280656,93,40.91,37.68,59.0,2.24
532,taoudenni,100,ML,1604280741,19,22.68,-3.98,76.37,15.32
533,sisimiut,100,GL,1604280741,91,66.94,-53.67,27.68,7.99
534,goderich,100,CA,1604280569,88,43.75,-81.72,35.6,31.09
535,ulladulla,75,AU,1604280741,68,-35.35,150.47,66.2,9.17
536,erdenet,0,MN,1604280741,86,49.03,104.08,21.15,2.95
537,fukue,75,JP,1604280537,93,32.69,128.84,62.6,10.29
538,north bend,1,US,1604280741,87,43.41,-124.22,57.0,3.13
539,bara,37,NG,1604280741,29,10.37,10.73,74.75,6.78
540,olga,0,RU,1604280741,55,43.74,135.29,46.56,10.38
541,la ronge,99,CA,1604280741,95,55.1,-105.28,37.4,3.36
542,nelson bay,75,AU,1604280540,64,-32.72,152.15,71.01,20.8
543,suntar,3,RU,1604280742,88,62.14,117.63,4.59,7.67
544,franklin,90,US,1604280584,55,39.97,-83.02,36.0,20.8
545,dale,1,US,1604280742,38,38.17,-86.99,42.8,9.17
546,ak-dovurak,98,RU,1604280742,92,51.18,90.6,23.61,0.96
547,thaba-tseka,74,LS,1604280465,87,-29.52,28.61,42.6,2.64
548,yagodnoye,100,RU,1604280743,93,62.55,149.67,12.49,3.4
549,bradford,100,GB,1604280488,65,53.79,-1.75,62.01,21.79
550,roma,90,US,1604280743,75,43.21,-75.46,41.0,17.22
551,port lincoln,29,AU,1604280449,40,-34.73,135.87,76.28,13.94
552,oga,20,IT,1604280743,93,46.46,10.35,48.2,1.12
553,guaruja,64,BR,1604280743,26,-23.99,-46.26,64.99,6.33
554,duiwelskloof,100,ZA,1604280743,91,-23.69,30.14,60.82,4.83
555,yulara,0,AU,1604280743,11,-25.24,130.99,91.4,13.87
556,cabedelo,75,BR,1604280744,83,-6.98,-34.83,78.8,6.93
557,the pas,1,CA,1604280744,74,53.83,-101.25,35.6,9.17
558,cabra,0,ES,1604280744,87,37.47,-4.44,61.0,2.75
559,sao felix do xingu,100,BR,1604280744,92,-6.64,-51.99,72.93,3.24
560,senador jose porfirio,100,BR,1604280744,64,-2.59,-51.95,80.04,1.34
561,tessalit,51,ML,1604280744,24,20.2,1.01,71.83,12.73
562,gravdal,100,NO,1604280547,78,68.12,13.5,49.69,21.85
563,agboville,24,CI,1604280745,98,5.93,-4.21,73.02,2.39
